PLU_ID,Park,Class,Subtype,PLU Display Name,Units,Revenue,P/C,2024 Product
164167,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V INT Adv Purchase T185,11,1429.89,129.99,3D2P MDT
163600,SWF,Pass,Silver,SWF EZpay Silver Annual Pass,25,374.75,14.99,1-Park Silver Pass
138312,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate for DCO,16,1024.0,64.0,Ignore
138494,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate Day Resort - DCO,7,448.0,64.0,Ignore
153825,SWF,SDT,Consumer Direct,SWF INT Flex Day Ticket + ADDD Ages 3+,57,6554.43,114.99,Intended Day SDT + ADD
163600,SWF,Pass,Silver,SWF EZpay Silver Annual Pass,19,284.81,14.99,1-Park Silver Pass
163700,SWF,Pass,Silver,AIT/APO/BGT/SWF Silver Annual Pass Renewal,2,439.76,219.88,4-Park Silver Pass
163600,SWF,Pass,Silver,SWF EZpay Silver Annual Pass,26,389.74,14.99,1-Park Silver Pass
164165,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V INT Adv Purchase T185,79,8283.99,104.8606329113924,2D2P MDT
109670,SWF,SDT,Consumer Direct,SWF 1Day Convention Ticket Adult,5,345.0,69.0,Intended Day SDT
138311,SWF,MDT/MPT,Consumer Direct,APO/SWF SeaWorld and Aquatica Orlando for DCO,89,3432.0,38.561797752808985,Ignore
161972,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3 visit CYA with ADD Online VCHR,6,1139.94,189.99,2-Park 2-Day Ticket + ADD
163600,SWF,Pass,Silver,SWF EZpay Silver Annual Pass,32,479.68,14.99,1-Park Silver Pass
163597,SWF,Pass,Silver,SWF Silver Annual Pass,18,3237.84,179.88,1-Park Silver Pass
163685,SWF,Pass,Gold,SWF Gold Annual Pass ,10,2158.8,215.88,1-Park Gold Pass
163600,SWF,Pass,Silver,SWF EZpay Silver Annual Pass,51,764.49,14.99,1-Park Silver Pass
163600,SWF,Pass,Silver,SWF EZpay Silver Annual Pass,32,479.68,14.99,1-Park Silver Pass
133208,SWF,Pass,Silver,BGT/SWF 1 Year Pass Voucher Employee 50% Child,1,76.0,76.0,2-Park Silver Pass
163600,SWF,Pass,Silver,SWF EZpay Silver Annual Pass,20,299.8,14.99,1-Park Silver Pass
163626,SWF,Pass,Platinum,Florida Platinum Annual Pass Upgrade,2,719.76,359.88,Platinum Pass
163600,SWF,Pass,Silver,SWF EZpay Silver Annual Pass,8,119.92,14.99,1-Park Silver Pass
154876,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA AdvPurchase Online,13,1299.87,99.99,2-Park 2-Day Ticket
161970,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA with ADD Online VT185,26,3899.74,149.98999999999998,2-Park 2-Day Ticket + ADD
162884,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visits DCO Admission Upgrade,3,120.0,40.0,Ignore
164789,SWF,Pass,Silver,APO/SWF EZpay Silver Annual Pass APO free,1,14.99,14.99,2-Park Silver Pass
163602,SWF,Pass,Silver,SWF Silver Annual Renewal Pass,7,1119.16,159.88000000000002,1-Park Silver Pass
163600,SWF,Pass,Silver,SWF EZpay Silver Annual Pass,14,209.86,14.99,1-Park Silver Pass
133206,SWF,Pass,Silver,BGT/SWF 1 Year Pass Voucher Employee 50% Adult,2,160.0,80.0,2-Park Silver Pass
154881,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF LOS U14 wParking AdvPurch Online,23,3909.77,169.99,LOS
163674,SWF,Pass,Silver,APO/SWF Silver Annual Pass Renewal,1,195.88,195.88,2-Park Silver Pass
163731,SWF,Pass,Gold,APO/SWF Gold Annual Pass (Preferred),12,3058.56,254.88,2-Park Gold Pass
163736,SWF,Pass,Gold,APO/SWF Gold Annual Renewal Pass (Preferred),1,231.88,231.88,2-Park Gold Pass
158470,SWF,SDT,Consumer Direct,SWF SDT 1 Day Advance Purchase Ages 3+,8,639.92,79.99,Intended Day SDT
163583,SWF,Pass,Bronze,SWF Bronze Annual Pass,3,395.64,131.88,1 -Park Bronze Pass
163667,SWF,Pass,Silver,APO/SWF Silver Annual Pass ,11,2374.68,215.88,2-Park Silver Pass
163676,SWF,Pass,Bronze,AIT/APO/BGT/SWF Bronze Annual Pass,13,2494.44,191.88,4-Park Bronze Pass
163691,SWF,Pass,Gold,SWF Gold Annual Renewal Pass (Preferred),1,195.88,195.88,1-Park Gold Pass
164166,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V 3 Day Adv Purchase T185,10,1199.9,119.99,3D2P MDT
138493,SWF,MDT/MPT,Consumer Direct,APO/SWF LOS Day Resort - DCO,50,1950.0,39.0,Ignore
163639,SWF,Pass,Platinum,Florida Platinum Annual Renwal Pass,2,679.76,339.88,Platinum Pass
163692,SWF,Pass,Silver,AIT/APO/BGT/SWF Silver Annual Pass,47,11274.36,239.88,4-Park Silver Pass
163739,SWF,Pass,Gold,AIT/APO/BGT/SWF Gold Annual Pass ,32,8828.16,275.88,4-Park Gold Pass
164162,SWF,SDT,Consumer Direct,SWF SDT INT Flex Advanced Purchase T185,416,37435.84,89.99,Intended Day SDT
162884,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visits DCO Admission Upgrade,7,280.0,40.0,Ignore
154876,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA AdvPurchase Online,37,3699.63,99.99000000000001,2-Park 2-Day Ticket
138312,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate for DCO,37,2068.23,55.89810810810811,Ignore
163731,SWF,Pass,Gold,APO/SWF Gold Annual Pass (Preferred),3,755.64,251.88,2-Park Gold Pass
163856,SWF,SDT,Consumer Direct,SWF Single Day Canada Resident Online Ages 3 & Up,5,374.95,74.99,Intended Day SDT
164165,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V INT Adv Purchase T185,95,10449.05,109.99,2D2P MDT
164166,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V 3 Day Adv Purchase T185,23,2759.77,119.99,3D2P MDT
161972,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3 visit CYA with ADD Online VCHR,-1,-39.99,39.99,2-Park 2-Day Ticket + ADD
163583,SWF,Pass,Bronze,SWF Bronze Annual Pass,14,1846.32,131.88,1 -Park Bronze Pass
163662,SWF,Pass,Bronze,APO/SWF Bronze Annual Pass,7,1175.16,167.88000000000002,2-Park Bronze Pass
163676,SWF,Pass,Bronze,AIT/APO/BGT/SWF Bronze Annual Pass,1,191.88,191.88,4-Park Bronze Pass
163691,SWF,Pass,Gold,SWF Gold Annual Renewal Pass (Preferred),1,195.88,195.88,1-Park Gold Pass
138493,SWF,MDT/MPT,Consumer Direct,APO/SWF LOS Day Resort - DCO,41,1599.0,39.0,Ignore
146058,SWF,Pass,Silver,SWF 1 Year Pass Promo Renewal Voucher Age 3&Up,1,168.0,168.0,1-Park Silver Pass
163602,SWF,Pass,Silver,SWF Silver Annual Renewal Pass,1,159.88,159.88,1-Park Silver Pass
163692,SWF,Pass,Silver,AIT/APO/BGT/SWF Silver Annual Pass,17,4077.96,239.88,4-Park Silver Pass
163739,SWF,Pass,Gold,AIT/APO/BGT/SWF Gold Annual Pass ,30,8276.4,275.88,4-Park Gold Pass
164162,SWF,SDT,Consumer Direct,SWF SDT INT Flex Advanced Purchase T185,388,34748.39,89.55770618556701,Intended Day SDT
138494,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate Day Resort - DCO,32,2048.0,64.0,Ignore
161970,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA with ADD Online VT185,75,10949.27,145.99026666666668,2-Park 2-Day Ticket + ADD
163744,SWF,Pass,Gold,AIT/APO/BGT/SWF Gold Annual Renewal Pass Preferred,2,511.76,255.88,4-Park Gold Pass
164167,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V INT Adv Purchase T185,5,649.95,129.99,3D2P MDT
153825,SWF,SDT,Consumer Direct,SWF INT Flex Day Ticket + ADDD Ages 3+,64,7364.36,115.068125,Intended Day SDT + ADD
154881,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF LOS U14 wParking AdvPurch Online,6,1019.94,169.99,LOS
114440,SWF,Pass,Silver,APO/SWF EZ 1 Year Pass Voucher New Sale,52,816.34,15.698846153846157,2-Park Silver Pass
163685,SWF,Pass,Gold,SWF Gold Annual Pass ,11,2374.68,215.88,1-Park Gold Pass
133206,SWF,Pass,Silver,BGT/SWF 1 Year Pass Voucher Employee 50% Adult,3,240.0,80.0,2-Park Silver Pass
138311,SWF,MDT/MPT,Consumer Direct,APO/SWF SeaWorld and Aquatica Orlando for DCO,87,2964.0,34.06896551724138,Ignore
158470,SWF,SDT,Consumer Direct,SWF SDT 1 Day Advance Purchase Ages 3+,20,1599.8,79.99,Intended Day SDT
163597,SWF,Pass,Silver,SWF Silver Annual Pass,28,5036.64,179.88000000000002,1-Park Silver Pass
163667,SWF,Pass,Silver,APO/SWF Silver Annual Pass ,8,1727.04,215.88,2-Park Silver Pass
164185,SWF,MDT/MPT,Consumer Direct,BGT/SWF 2 Day Ticket BO Blue Friday Exp 1/31/2019,-3,-209.97,69.99,BOGO
154876,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA AdvPurchase Online,16,1599.84,99.99,2-Park 2-Day Ticket
154881,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF LOS U14 wParking AdvPurch Online,16,2719.84,169.99,LOS
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,22,351.78,15.989999999999998,4-Park Bronze Pass
163662,SWF,Pass,Bronze,APO/SWF Bronze Annual Pass,1,167.88,167.88,2-Park Bronze Pass
163676,SWF,Pass,Bronze,AIT/APO/BGT/SWF Bronze Annual Pass,7,1343.16,191.88,4-Park Bronze Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,11,175.89,15.989999999999998,4-Park Bronze Pass
163731,SWF,Pass,Gold,APO/SWF Gold Annual Pass (Preferred),1,251.88,251.88,2-Park Gold Pass
164166,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V 3 Day Adv Purchase T185,13,1559.87,119.99,3D2P MDT
161972,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3 visit CYA with ADD Online VCHR,10,1899.9,189.99,2-Park 2-Day Ticket + ADD
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,22,351.78,15.989999999999998,4-Park Bronze Pass
163597,SWF,Pass,Silver,SWF Silver Annual Pass,7,1259.16,179.88000000000002,1-Park Silver Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,17,271.83,15.989999999999998,4-Park Bronze Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,11,175.89,15.989999999999998,4-Park Bronze Pass
163736,SWF,Pass,Gold,APO/SWF Gold Annual Renewal Pass (Preferred),3,695.64,231.88,2-Park Gold Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,34,543.66,15.989999999999998,4-Park Bronze Pass
153749,SWF,SDT,Consumer Direct,SWF Any Day OCC Guest Recovery 30% Off Ages 3 & Up,6,178.05,29.675,Any Day SDT
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,11,175.89,15.989999999999998,4-Park Bronze Pass
138494,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate Day Resort - DCO,13,704.0,54.15384615384615,Ignore
163626,SWF,Pass,Platinum,Florida Platinum Annual Pass Upgrade,2,719.76,359.88,Platinum Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,60,959.4,15.99,4-Park Bronze Pass
163700,SWF,Pass,Silver,AIT/APO/BGT/SWF Silver Annual Pass Renewal,3,659.64,219.88,4-Park Silver Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,8,127.92,15.99,4-Park Bronze Pass
164167,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V INT Adv Purchase T185,9,1169.91,129.99,3D2P MDT
164543,SWF,SDT,Consumer Direct,AIT/APO/BGT/SWF 3V CYA Paid Bogo Kid 3/14/19,1,169.99,169.99,BOGO Kids Free
133219,SWF,Pass,Silver,AI/BG/SW 1 Year Pass Voucher Employee 50% Adult,1,105.0,105.0,4-Park Silver Pass
138311,SWF,MDT/MPT,Consumer Direct,APO/SWF SeaWorld and Aquatica Orlando for DCO,77,2535.0,32.922077922077925,Ignore
153825,SWF,SDT,Consumer Direct,SWF INT Flex Day Ticket + ADDD Ages 3+,42,4829.58,114.99,Intended Day SDT + ADD
163685,SWF,Pass,Gold,SWF Gold Annual Pass ,3,647.64,215.88,1-Park Gold Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,56,895.44,15.99,4-Park Bronze Pass
138312,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate for DCO,18,1152.0,64.0,Ignore
163583,SWF,Pass,Bronze,SWF Bronze Annual Pass,6,791.28,131.88,1 -Park Bronze Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,48,767.52,15.99,4-Park Bronze Pass
163667,SWF,Pass,Silver,APO/SWF Silver Annual Pass ,5,1079.4,215.88,2-Park Silver Pass
163691,SWF,Pass,Gold,SWF Gold Annual Renewal Pass (Preferred),1,195.88,195.88,1-Park Gold Pass
163739,SWF,Pass,Gold,AIT/APO/BGT/SWF Gold Annual Pass ,10,2758.8,275.88,4-Park Gold Pass
164165,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V INT Adv Purchase T185,63,6714.37,106.5773015873016,2D2P MDT
138493,SWF,MDT/MPT,Consumer Direct,APO/SWF LOS Day Resort - DCO,63,1755.0,27.857142857142858,Ignore
158470,SWF,SDT,Consumer Direct,SWF SDT 1 Day Advance Purchase Ages 3+,9,719.91,79.99,Intended Day SDT
161970,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA with ADD Online VT185,60,8999.4,149.98999999999998,2-Park 2-Day Ticket + ADD
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,71,1135.29,15.99,4-Park Bronze Pass
163602,SWF,Pass,Silver,SWF Silver Annual Renewal Pass,1,159.88,159.88,1-Park Silver Pass
163639,SWF,Pass,Platinum,Florida Platinum Annual Renwal Pass,2,679.76,339.88,Platinum Pass
163692,SWF,Pass,Silver,AIT/APO/BGT/SWF Silver Annual Pass,9,2158.92,239.88,4-Park Silver Pass
164162,SWF,SDT,Consumer Direct,SWF SDT INT Flex Advanced Purchase T185,157,13640.69,86.88337579617834,Intended Day SDT
164547,SWF,SDT,Consumer Direct,SWF SDT Paid BOGO Kid Free Promo 3/14/19,239,23797.62,99.57163179916317,BOGO Kids Free
154876,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA AdvPurchase Online,34,3399.66,99.99,2-Park 2-Day Ticket
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,7,111.93,15.99,4-Park Bronze Pass
164182,SWF,SDT,Consumer Direct,SWF Adv SDT Weekday Black Friday wBO T366,2,-14.99,-7.495,Intended Day SDT
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,24,383.76,15.99,4-Park Bronze Pass
163700,SWF,Pass,Silver,AIT/APO/BGT/SWF Silver Annual Pass Renewal,1,219.88,219.88,4-Park Silver Pass
138311,SWF,MDT/MPT,Consumer Direct,APO/SWF SeaWorld and Aquatica Orlando for DCO,88,3432.0,39.0,Ignore
159467,SWF,Pass,Silver,APO/SWF 1 Year Pass Renewal Promo Voucher 3 & Up,2,384.0,192.0,2-Park Silver Pass
163597,SWF,Pass,Silver,SWF Silver Annual Pass,6,1079.28,179.88,1-Park Silver Pass
163674,SWF,Pass,Silver,APO/SWF Silver Annual Pass Renewal,2,391.76,195.88,2-Park Silver Pass
163685,SWF,Pass,Gold,SWF Gold Annual Pass ,4,863.52,215.88,1-Park Gold Pass
109598,SWF,Pass,Silver,SWF Silver Pass Voucher Adult,-1,-119.0,119.0,1-Park Silver Pass
154881,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF LOS U14 wParking AdvPurch Online,5,849.95,169.99,LOS
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,6,95.94,15.99,4-Park Bronze Pass
163667,SWF,Pass,Silver,APO/SWF Silver Annual Pass ,5,1079.4,215.88,2-Park Silver Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,30,479.7,15.99,4-Park Bronze Pass
163739,SWF,Pass,Gold,AIT/APO/BGT/SWF Gold Annual Pass ,5,1379.4,275.88,4-Park Gold Pass
164162,SWF,SDT,Consumer Direct,SWF SDT INT Flex Advanced Purchase T185,129,11608.71,89.99,Intended Day SDT
138493,SWF,MDT/MPT,Consumer Direct,APO/SWF LOS Day Resort - DCO,68,2028.0,29.823529411764707,Ignore
161970,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA with ADD Online VT185,61,9149.39,149.98999999999998,2-Park 2-Day Ticket + ADD
163583,SWF,Pass,Bronze,SWF Bronze Annual Pass,2,263.76,131.88,1 -Park Bronze Pass
163692,SWF,Pass,Silver,AIT/APO/BGT/SWF Silver Annual Pass,4,959.52,239.88,4-Park Silver Pass
164547,SWF,SDT,Consumer Direct,SWF SDT Paid BOGO Kid Free Promo 3/14/19,320,31896.81,99.67753125,BOGO Kids Free
138494,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate Day Resort - DCO,22,1287.54,58.52454545454545,Ignore
142662,SWF,Pass,Silver,APO/SWF 15 Month Pass Renewal Voucher Adult,-2,-360.0,180.0,2-Park Silver Pass
153825,SWF,SDT,Consumer Direct,SWF INT Flex Day Ticket + ADDD Ages 3+,48,5519.52,114.99,Intended Day SDT + ADD
163731,SWF,Pass,Gold,APO/SWF Gold Annual Pass (Preferred),2,503.76,251.88,2-Park Gold Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,9,143.91,15.99,4-Park Bronze Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,14,223.86,15.99,4-Park Bronze Pass
164543,SWF,SDT,Consumer Direct,AIT/APO/BGT/SWF 3V CYA Paid Bogo Kid 3/14/19,5,849.95,169.99,BOGO Kids Free
161972,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3 visit CYA with ADD Online VCHR,4,759.96,189.99,2-Park 2-Day Ticket + ADD
163662,SWF,Pass,Bronze,APO/SWF Bronze Annual Pass,3,503.64,167.88,2-Park Bronze Pass
163676,SWF,Pass,Bronze,AIT/APO/BGT/SWF Bronze Annual Pass,4,767.52,191.88,4-Park Bronze Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,28,447.72,15.99,4-Park Bronze Pass
164166,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V 3 Day Adv Purchase T185,2,239.98,119.99,3D2P MDT
164184,SWF,MDT/MPT,Consumer Direct,APO/SWF 2 Day Ticket BO Black Friday T366,-3,-179.97,59.99,BOGO
138312,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate for DCO,15,516.26,34.41733333333333,Ignore
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,32,511.68,15.99,4-Park Bronze Pass
164165,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V INT Adv Purchase T185,38,4179.62,109.99,2D2P MDT
138494,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate Day Resort - DCO,7,448.0,64.0,Ignore
153825,SWF,SDT,Consumer Direct,SWF INT Flex Day Ticket + ADDD Ages 3+,35,4118.8,117.68,Intended Day SDT + ADD
163626,SWF,Pass,Platinum,Florida Platinum Annual Pass Upgrade,5,1799.4,359.88,Platinum Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,48,767.52,15.99,4-Park Bronze Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,19,303.81,15.99,4-Park Bronze Pass
164543,SWF,SDT,Consumer Direct,AIT/APO/BGT/SWF 3V CYA Paid Bogo Kid 3/14/19,11,1869.89,169.99,BOGO Kids Free
138311,SWF,MDT/MPT,Consumer Direct,APO/SWF SeaWorld and Aquatica Orlando for DCO,57,2223.0,39.0,Ignore
163597,SWF,Pass,Silver,SWF Silver Annual Pass,9,1618.92,179.88,1-Park Silver Pass
163685,SWF,Pass,Gold,SWF Gold Annual Pass ,2,431.76,215.88,1-Park Gold Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,9,143.91,15.99,4-Park Bronze Pass
153749,SWF,SDT,Consumer Direct,SWF Any Day OCC Guest Recovery 30% Off Ages 3 & Up,2,69.99,34.995,Any Day SDT
154881,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF LOS U14 wParking AdvPurch Online,6,1019.94,169.99,LOS
164182,SWF,SDT,Consumer Direct,SWF Adv SDT Weekday Black Friday wBO T366,-6,-239.94,39.99,Intended Day SDT
154876,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA AdvPurchase Online,15,1499.85,99.99,2-Park 2-Day Ticket
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,6,95.94,15.99,4-Park Bronze Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,4,63.96,15.99,4-Park Bronze Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,16,255.84,15.99,4-Park Bronze Pass
138493,SWF,MDT/MPT,Consumer Direct,APO/SWF LOS Day Resort - DCO,26,965.84,37.14769230769231,Ignore
163731,SWF,Pass,Gold,APO/SWF Gold Annual Pass (Preferred),4,1007.52,251.88,2-Park Gold Pass
163856,SWF,SDT,Consumer Direct,SWF Single Day Canada Resident Online Ages 3 & Up,2,149.98,74.99,Intended Day SDT
161972,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3 visit CYA with ADD Online VCHR,5,949.95,189.99,2-Park 2-Day Ticket + ADD
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,-3,-47.97,15.99,4-Park Bronze Pass
163662,SWF,Pass,Bronze,APO/SWF Bronze Annual Pass,7,1175.16,167.88000000000002,2-Park Bronze Pass
163676,SWF,Pass,Bronze,AIT/APO/BGT/SWF Bronze Annual Pass,4,575.64,143.91,4-Park Bronze Pass
164166,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V 3 Day Adv Purchase T185,8,655.42,81.9275,3D2P MDT
138312,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate for DCO,14,896.0,64.0,Ignore
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,8,127.92,15.99,4-Park Bronze Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,7,111.93,15.99,4-Park Bronze Pass
163692,SWF,Pass,Silver,AIT/APO/BGT/SWF Silver Annual Pass,16,3838.08,239.88,4-Park Silver Pass
163739,SWF,Pass,Gold,AIT/APO/BGT/SWF Gold Annual Pass ,2,310.98,155.49,4-Park Gold Pass
164162,SWF,SDT,Consumer Direct,SWF SDT INT Flex Advanced Purchase T185,131,11465.48,87.52274809160306,Intended Day SDT
164165,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V INT Adv Purchase T185,57,6269.43,109.99,2D2P MDT
164547,SWF,SDT,Consumer Direct,SWF SDT Paid BOGO Kid Free Promo 3/14/19,500,49995.0,99.99,BOGO Kids Free
158470,SWF,SDT,Consumer Direct,SWF SDT 1 Day Advance Purchase Ages 3+,11,879.89,79.99,Intended Day SDT
161970,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA with ADD Online VT185,27,4049.73,149.99,2-Park 2-Day Ticket + ADD
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,10,159.9,15.99,4-Park Bronze Pass
163583,SWF,Pass,Bronze,SWF Bronze Annual Pass,4,527.52,131.88,1 -Park Bronze Pass
163602,SWF,Pass,Silver,SWF Silver Annual Renewal Pass,1,159.88,159.88,1-Park Silver Pass
163667,SWF,Pass,Silver,APO/SWF Silver Annual Pass ,2,431.76,215.88,2-Park Silver Pass
163679,SWF,Pass,Bronze,AIT/APO/BGT/SWF EZpay Bronze Annual Pass,43,687.57,15.990000000000002,4-Park Bronze Pass
163744,SWF,Pass,Gold,AIT/APO/BGT/SWF Gold Annual Renewal Pass Preferred,1,255.88,255.88,4-Park Gold Pass
164167,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V INT Adv Purchase T185,4,45.84,11.46,3D2P MDT
154876,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA AdvPurchase Online,17,1699.83,99.99,2-Park 2-Day Ticket
114440,SWF,Pass,Silver,APO/SWF EZ 1 Year Pass Voucher New Sale,30,480.0,16.0,2-Park Silver Pass
114440,SWF,Pass,Silver,APO/SWF EZ 1 Year Pass Voucher New Sale,31,496.0,16.0,2-Park Silver Pass
163856,SWF,SDT,Consumer Direct,SWF Single Day Canada Resident Online Ages 3 & Up,4,299.96,74.99,Intended Day SDT
164166,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V 3 Day Adv Purchase T185,6,719.94,119.99,3D2P MDT
114440,SWF,Pass,Silver,APO/SWF EZ 1 Year Pass Voucher New Sale,56,896.0,16.0,2-Park Silver Pass
163691,SWF,Pass,Gold,SWF Gold Annual Renewal Pass (Preferred),1,195.88,195.88,1-Park Gold Pass
164543,SWF,SDT,Consumer Direct,AIT/APO/BGT/SWF 3V CYA Paid Bogo Kid 3/14/19,13,2209.87,169.98999999999998,BOGO Kids Free
138312,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate for DCO,39,2179.3,55.879487179487185,Ignore
163692,SWF,Pass,Silver,AIT/APO/BGT/SWF Silver Annual Pass,23,5517.24,239.88,4-Park Silver Pass
164165,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V INT Adv Purchase T185,32,3519.68,109.99,2D2P MDT
164547,SWF,SDT,Consumer Direct,SWF SDT Paid BOGO Kid Free Promo 3/14/19,284,28197.18,99.28584507042254,BOGO Kids Free
109598,SWF,Pass,Silver,SWF Silver Pass Voucher Adult,-1,-119.0,119.0,1-Park Silver Pass
138494,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate Day Resort - DCO,35,2112.0,60.34285714285714,Ignore
158470,SWF,SDT,Consumer Direct,SWF SDT 1 Day Advance Purchase Ages 3+,11,879.89,79.99,Intended Day SDT
