PLU_ID,Park,Class,Subtype,PLU Display Name,Units,Revenue,P/C,2024 Product
163662,SWF,Pass,Bronze,APO/SWF Bronze Annual Pass,3,503.64,167.88,2-Park Bronze Pass
163676,SWF,Pass,Bronze,AIT/APO/BGT/SWF Bronze Annual Pass,3,575.64,191.88,4-Park Bronze Pass
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,45,899.55,19.99,4-Park Silver Pass
138493,SWF,MDT/MPT,Consumer Direct,APO/SWF LOS Day Resort - DCO,101,3744.0,37.06930693069307,Ignore
163692,SWF,Pass,Silver,AIT/APO/BGT/SWF Silver Annual Pass,7,1679.16,239.88,4-Park Silver Pass
164182,SWF,SDT,Consumer Direct,SWF Adv SDT Weekday Black Friday wBO T366,-12,-479.88,39.99,Intended Day SDT
164547,SWF,SDT,Consumer Direct,SWF SDT Paid BOGO Kid Free Promo 3/14/19,1,99.99,99.99,BOGO Kids Free
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,28,559.72,19.99,4-Park Silver Pass
164786,SWF,Pass,Bronze,APO/SWF Bronze Annual Pass APO free,1,131.88,131.88,2-Park Bronze Pass
164790,SWF,Pass,Gold,APO/SWF Gold Annual Pass APO free (Preferred),1,215.88,215.88,2-Park Gold Pass
154876,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA AdvPurchase Online,14,1399.86,99.99,2-Park 2-Day Ticket
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,36,719.64,19.99,4-Park Silver Pass
164788,SWF,Pass,Silver,APO/SWF Silver Annual Pass APO free,1,179.88,179.88,2-Park Silver Pass
154881,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF LOS U14 wParking AdvPurch Online,2,339.98,169.99,LOS
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,51,1019.49,19.99,4-Park Silver Pass
163700,SWF,Pass,Silver,AIT/APO/BGT/SWF Silver Annual Pass Renewal,1,219.88,219.88,4-Park Silver Pass
163856,SWF,SDT,Consumer Direct,SWF Single Day Canada Resident Online Ages 3 & Up,13,974.87,74.99,Intended Day SDT
164166,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V 3 Day Adv Purchase T185,24,2879.76,119.99,3D2P MDT
138493,SWF,MDT/MPT,Consumer Direct,APO/SWF LOS Day Resort - DCO,164,9840.0,60.0,Ignore
164167,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V INT Adv Purchase T185,127,20318.73,159.99,3D2P MDT
173664,SWF,Fun Card,Consumer Direct,SWF 2023 Fun Card Online,326,42898.34,131.59,1-Park Fun Card
173727,SWF,Fun Card,Consumer Direct,APO/SWF 2023 Fun Card Online,39,7799.61,199.99,2-Park Fun Card
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,76,1519.24,19.99,4-Park Silver Pass
174083,SWF,Pass,Silver,SWF 2023 Silver Pass FPAR INT,49,10731.0,219.0,1-Park Silver Pass
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,118,2358.82,19.99,4-Park Silver Pass
174239,SWF,Pass,Gold,APO/SWF 2023 Gold Pass FPAR INT,9,2754.0,306.0,2-Park Gold Pass
174588,SWF,Pass,Bronze,AIT/APO/BGT/SWF Bronze FPAR Promo INT,11,2805.0,255.0,4-Park Bronze Pass
174617,SWF,Pass,Silver,APO/SWF 2023 Silver Promo FPAR INT,39,9945.0,255.0,2-Park Silver Pass
174692,SWF,Pass,Gold,APO/SWF 2023 Gold Promo FPAR INT,7,2037.0,291.0,2-Park Gold Pass
138494,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate Day Resort - DCO,91,7280.0,80.0,Ignore
153825,SWF,SDT,Consumer Direct,SWF INT Flex Day Ticket + ADDD Ages 3+,5,889.95,177.99,Intended Day SDT + ADD
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,33,659.67,19.99,4-Park Silver Pass
174088,SWF,Pass,Silver,SWF 2023 Silver Pass FPAR Renewal INT,4,796.0,199.0,1-Park Silver Pass
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,26,519.74,19.99,4-Park Silver Pass
174585,SWF,Pass,Bronze,APO/SWF Bronze FPAR Promo INT,3,612.0,204.0,2-Park Bronze Pass
174696,SWF,Pass,Platinum,Florida 2023 Platinum Promo FPAR INT,119,49623.0,417.0,Platinum Pass
138311,SWF,MDT/MPT,Consumer Direct,APO/SWF SeaWorld and Aquatica Orlando for DCO,226,13140.0,58.14159292035398,Ignore
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,28,559.72,19.99,4-Park Silver Pass
174257,SWF,Pass,Gold,AIT/APO/BGT/SWF 2023 Gold FPAR Renewal INT,1,349.0,349.0,4-Park Gold Pass
174623,SWF,Pass,Gold,SWF 2023 Gold Promo FPAR ,25,6150.0,246.0,1-Park Gold Pass
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,42,839.58,19.99,4-Park Silver Pass
154881,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF LOS U14 wParking AdvPurch Online,3,689.97,229.99,LOS
164162,SWF,SDT,Consumer Direct,SWF SDT INT Flex Advanced Purchase T185,5,664.95,132.99,Intended Day SDT
174148,SWF,Pass,Silver,APO/SWF 2023 Silver Pass FPAR INT,2,534.0,267.0,2-Park Silver Pass
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,51,1019.49,19.99,4-Park Silver Pass
174244,SWF,Pass,Gold,APO/SWF 2023 Gold Pass FPAR Renewal INT,1,286.0,286.0,2-Park Gold Pass
174351,SWF,Pass,Platinum,Florida 2023 Platinum FPAR INT,13,5694.0,438.0,Platinum Pass
168274,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V CYA+ADD Sale exp 8/25/23 VHR,16,2831.84,176.99,Ignore
169783,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V CYA Promo Sale Ex 8/25/23,99,11582.01,116.99,2D2P MDT
174173,SWF,Pass,Gold,SWF 2023 Gold  Pass FPAR INT,11,2838.0,258.0,1-Park Gold Pass
174693,SWF,Pass,Gold,AIT/APO/BGT/SWF 2023 Gold Promo FPAR ,13,4524.0,348.0,4-Park Gold Pass
168202,SWF,SDT,Consumer Direct,SWF SDT with ADDD Intended Day ,484,67270.16,138.98793388429752,Intended Day SDT + ADD
174178,SWF,Pass,Gold,SWF 2023 Gold Pass FPAR Renewal INT,2,476.0,238.0,1-Park Gold Pass
174356,SWF,Pass,Platinum,Florida 2023 Platinum FPAR Renewal INT,8,3344.0,418.0,Platinum Pass
174591,SWF,Pass,Silver,SWF 2023 Silver Promo FPAR INT,75,15750.0,210.0,1-Park Silver Pass
174620,SWF,Pass,Silver,AIT/APO/BGT/SWF 23 Silver Promo FPAR,56,17136.0,306.0,4-Park Silver Pass
161972,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3 visit CYA with ADD Online VCHR,17,4504.83,264.99,2-Park 2-Day Ticket + ADD
174252,SWF,Pass,Gold,AIT/APO/BGT/SWF 2023 Gold FPAR INT,2,738.0,369.0,4-Park Gold Pass
174570,SWF,Pass,Bronze,SWF Bronze FPAR Promo,20,3180.0,159.0,1 -Park Bronze Pass
174790,SWF,Fun Card,Consumer Direct,SWF 2023 Fun Card Waves of Honor Online,14,1259.86,89.99,1-Park Fun Card
138312,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate for DCO,112,8960.0,80.0,Ignore
164165,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V INT Adv Purchase T185,17,2294.83,134.99,2D2P MDT
168014,SWF,SDT,Consumer Direct,SWF Intended Day Single Day Ticket  ,2935,300673.65,102.44417376490632,Intended Day SDT
174153,SWF,Pass,Silver,APO/SWF 2023 Silver Pass FPAR Renewal INT,1,247.0,247.0,2-Park Silver Pass
174160,SWF,Pass,Silver,AIT/APO/BGT/SWF 2023 Silver FPAR INT,3,972.0,324.0,4-Park Silver Pass
163696,SWF,Pass,Silver,AIT/APO/BGT/SWF EZpay Silver Annual Pass,111,2223.89,20.035045045045045,4-Park Silver Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),49,986.53,20.13326530612245,2-Park Gold Pass
138494,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate Day Resort - DCO,7,560.0,80.0,Ignore
153825,SWF,SDT,Consumer Direct,SWF INT Flex Day Ticket + ADDD Ages 3+,25,4449.75,177.99,Intended Day SDT + ADD
174088,SWF,Pass,Silver,SWF 2023 Silver Pass FPAR Renewal INT,1,199.0,199.0,1-Park Silver Pass
138311,SWF,MDT/MPT,Consumer Direct,APO/SWF SeaWorld and Aquatica Orlando for DCO,53,3180.0,60.0,Ignore
174622,SWF,Pass,Gold,SWF 2023 Gold Promo EZpay ,36,738.0,20.5,1-Park Gold Pass
174622,SWF,Pass,Gold,SWF 2023 Gold Promo EZpay ,2,41.0,20.5,1-Park Gold Pass
174165,SWF,Pass,Silver,AIT/APO/BGT/SWF 2023 Silver FPAR Renewal INT,2,608.0,304.0,4-Park Silver Pass
174252,SWF,Pass,Gold,AIT/APO/BGT/SWF 2023 Gold FPAR INT,11,4059.0,369.0,4-Park Gold Pass
174620,SWF,Pass,Silver,AIT/APO/BGT/SWF 23 Silver Promo FPAR,3,918.0,306.0,4-Park Silver Pass
138312,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate for DCO,14,1120.0,80.0,Ignore
164162,SWF,SDT,Consumer Direct,SWF SDT INT Flex Advanced Purchase T185,6,797.94,132.99,Intended Day SDT
164165,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V INT Adv Purchase T185,155,20923.45,134.99,2D2P MDT
168014,SWF,SDT,Consumer Direct,SWF Intended Day Single Day Ticket  ,2023,210036.69,103.82436480474544,Intended Day SDT
174148,SWF,Pass,Silver,APO/SWF 2023 Silver Pass FPAR INT,14,3738.0,267.0,2-Park Silver Pass
174160,SWF,Pass,Silver,AIT/APO/BGT/SWF 2023 Silver FPAR INT,7,2268.0,324.0,4-Park Silver Pass
177581,SWF,Pass,Gold,SWF Gold Pass EZPay Promo Preferred,73,1496.5,20.5,1-Park Gold Pass
177581,SWF,Pass,Gold,SWF Gold Pass EZPay Promo Preferred,15,307.5,20.5,1-Park Gold Pass
161970,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA with ADD Online VT185,21,4304.79,204.99,2-Park 2-Day Ticket + ADD
164167,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V INT Adv Purchase T185,46,7359.54,159.99,3D2P MDT
173727,SWF,Fun Card,Consumer Direct,APO/SWF 2023 Fun Card Online,3,599.97,199.99,2-Park Fun Card
174083,SWF,Pass,Silver,SWF 2023 Silver Pass FPAR INT,27,5913.0,219.0,1-Park Silver Pass
174239,SWF,Pass,Gold,APO/SWF 2023 Gold Pass FPAR INT,4,1224.0,306.0,2-Park Gold Pass
174478,SWF,Fun Card,Consumer Direct,SWF 2023 Fun Card Promo Online,126,16378.74,129.99,1-Park Fun Card
174588,SWF,Pass,Bronze,AIT/APO/BGT/SWF Bronze FPAR Promo INT,8,2040.0,255.0,4-Park Bronze Pass
174617,SWF,Pass,Silver,APO/SWF 2023 Silver Promo FPAR INT,5,1275.0,255.0,2-Park Silver Pass
174692,SWF,Pass,Gold,APO/SWF 2023 Gold Promo FPAR INT,1,291.0,291.0,2-Park Gold Pass
138493,SWF,MDT/MPT,Consumer Direct,APO/SWF LOS Day Resort - DCO,23,1380.0,60.0,Ignore
168202,SWF,SDT,Consumer Direct,SWF SDT with ADDD Intended Day ,264,37463.36,141.90666666666667,Intended Day SDT + ADD
173664,SWF,Fun Card,Consumer Direct,SWF 2023 Fun Card Online,37,4820.63,130.2872972972973,1-Park Fun Card
174178,SWF,Pass,Gold,SWF 2023 Gold Pass FPAR Renewal INT,2,476.0,238.0,1-Park Gold Pass
174356,SWF,Pass,Platinum,Florida 2023 Platinum FPAR Renewal INT,11,4598.0,418.0,Platinum Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),11,230.89,20.99,2-Park Gold Pass
174570,SWF,Pass,Bronze,SWF Bronze FPAR Promo,1,159.0,159.0,1 -Park Bronze Pass
174591,SWF,Pass,Silver,SWF 2023 Silver Promo FPAR INT,6,1260.0,210.0,1-Park Silver Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),37,776.63,20.99,2-Park Gold Pass
174696,SWF,Pass,Platinum,Florida 2023 Platinum Promo FPAR INT,18,7506.0,417.0,Platinum Pass
161972,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3 visit CYA with ADD Online VCHR,8,2119.92,264.99,2-Park 2-Day Ticket + ADD
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),59,1238.41,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),40,839.6,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),14,293.86,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),14,293.86,20.99,2-Park Gold Pass
174790,SWF,Fun Card,Consumer Direct,SWF 2023 Fun Card Waves of Honor Online,25,2249.75,89.99,1-Park Fun Card
154881,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF LOS U14 wParking AdvPurch Online,11,2529.89,229.99,LOS
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),19,398.81,20.99,2-Park Gold Pass
174153,SWF,Pass,Silver,APO/SWF 2023 Silver Pass FPAR Renewal INT,3,741.0,247.0,2-Park Silver Pass
174351,SWF,Pass,Platinum,Florida 2023 Platinum FPAR INT,33,14454.0,438.0,Platinum Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),20,419.8,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),24,503.76,20.99,2-Park Gold Pass
174693,SWF,Pass,Gold,AIT/APO/BGT/SWF 2023 Gold Promo FPAR ,6,2088.0,348.0,4-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),25,524.75,20.99,2-Park Gold Pass
169783,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V CYA Promo Sale Ex 8/25/23,12,1403.88,116.99,2D2P MDT
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),8,167.92,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),8,167.92,20.99,2-Park Gold Pass
174173,SWF,Pass,Gold,SWF 2023 Gold  Pass FPAR INT,12,3096.0,258.0,1-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),12,251.88,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),14,293.86,20.99,2-Park Gold Pass
138494,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate Day Resort - DCO,8,640.0,80.0,Ignore
161970,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA with ADD Online VT185,41,8404.59,204.99,2-Park 2-Day Ticket + ADD
164167,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V INT Adv Purchase T185,14,2239.86,159.99,3D2P MDT
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),37,776.63,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),31,650.69,20.99,2-Park Gold Pass
174088,SWF,Pass,Silver,SWF 2023 Silver Pass FPAR Renewal INT,1,199.0,199.0,1-Park Silver Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),19,398.81,20.99,2-Park Gold Pass
174239,SWF,Pass,Gold,APO/SWF 2023 Gold Pass FPAR INT,5,1530.0,306.0,2-Park Gold Pass
174478,SWF,Fun Card,Consumer Direct,SWF 2023 Fun Card Promo Online,197,25608.03,129.98999999999998,1-Park Fun Card
174696,SWF,Pass,Platinum,Florida 2023 Platinum Promo FPAR INT,4,1668.0,417.0,Platinum Pass
138493,SWF,MDT/MPT,Consumer Direct,APO/SWF LOS Day Resort - DCO,1,60.0,60.0,Ignore
153825,SWF,SDT,Consumer Direct,SWF INT Flex Day Ticket + ADDD Ages 3+,11,1957.89,177.99,Intended Day SDT + ADD
173727,SWF,Fun Card,Consumer Direct,APO/SWF 2023 Fun Card Online,24,4799.76,199.99,2-Park Fun Card
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),7,146.93,20.99,2-Park Gold Pass
174083,SWF,Pass,Silver,SWF 2023 Silver Pass FPAR INT,52,11388.0,219.0,1-Park Silver Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),12,251.88,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),22,461.78,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),18,377.82,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),17,356.83,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),55,1154.45,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),19,398.81,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),4,83.96,20.99,2-Park Gold Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),3,62.97,20.99,2-Park Gold Pass
174790,SWF,Fun Card,Consumer Direct,SWF 2023 Fun Card Waves of Honor Online,12,1079.88,89.99000000000001,1-Park Fun Card
138312,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate for DCO,12,960.0,80.0,Ignore
164165,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V INT Adv Purchase T185,104,14038.96,134.98999999999998,2D2P MDT
168014,SWF,SDT,Consumer Direct,SWF Intended Day Single Day Ticket  ,1390,144461.1,103.92884892086332,Intended Day SDT
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),1,20.99,20.99,2-Park Gold Pass
174153,SWF,Pass,Silver,APO/SWF 2023 Silver Pass FPAR Renewal INT,1,247.0,247.0,2-Park Silver Pass
174160,SWF,Pass,Silver,AIT/APO/BGT/SWF 2023 Silver FPAR INT,6,1944.0,324.0,4-Park Silver Pass
163734,SWF,Pass,Gold,APO/SWF EZpay Gold Annual Pass (Preferred),9,188.91,20.99,2-Park Gold Pass
174252,SWF,Pass,Gold,AIT/APO/BGT/SWF 2023 Gold FPAR INT,3,1107.0,369.0,4-Park Gold Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,8,168.0,21.0,4-Park Silver Pass
109670,SWF,SDT,Consumer Direct,SWF 1Day Convention Ticket Adult,3,254.97,84.99,Intended Day SDT
168202,SWF,SDT,Consumer Direct,SWF SDT with ADDD Intended Day ,155,22072.45,142.40290322580643,Intended Day SDT + ADD
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,45,945.0,21.0,4-Park Silver Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,10,210.0,21.0,4-Park Silver Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,20,420.0,21.0,4-Park Silver Pass
174173,SWF,Pass,Gold,SWF 2023 Gold  Pass FPAR INT,13,3354.0,258.0,1-Park Gold Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,8,168.0,21.0,4-Park Silver Pass
174178,SWF,Pass,Gold,SWF 2023 Gold Pass FPAR Renewal INT,2,476.0,238.0,1-Park Gold Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,29,609.0,21.0,4-Park Silver Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,17,357.0,21.0,4-Park Silver Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,6,126.0,21.0,4-Park Silver Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,9,189.0,21.0,4-Park Silver Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,43,903.0,21.0,4-Park Silver Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,73,1533.0,21.0,4-Park Silver Pass
138311,SWF,MDT/MPT,Consumer Direct,APO/SWF SeaWorld and Aquatica Orlando for DCO,11,660.0,60.0,Ignore
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,7,147.0,21.0,4-Park Silver Pass
174148,SWF,Pass,Silver,APO/SWF 2023 Silver Pass FPAR INT,13,3471.0,267.0,2-Park Silver Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,19,399.0,21.0,4-Park Silver Pass
174244,SWF,Pass,Gold,APO/SWF 2023 Gold Pass FPAR Renewal INT,1,286.0,286.0,2-Park Gold Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,4,84.0,21.0,4-Park Silver Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,6,126.0,21.0,4-Park Silver Pass
174356,SWF,Pass,Platinum,Florida 2023 Platinum FPAR Renewal INT,4,1672.0,418.0,Platinum Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,2,42.0,21.0,4-Park Silver Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,1,21.0,21.0,4-Park Silver Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,7,147.0,21.0,4-Park Silver Pass
174351,SWF,Pass,Platinum,Florida 2023 Platinum FPAR INT,13,5694.0,438.0,Platinum Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,19,399.0,21.0,4-Park Silver Pass
138493,SWF,MDT/MPT,Consumer Direct,APO/SWF LOS Day Resort - DCO,5,300.0,60.0,Ignore
169783,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V CYA Promo Sale Ex 8/25/23,1,116.99,116.99,2D2P MDT
173727,SWF,Fun Card,Consumer Direct,APO/SWF 2023 Fun Card Online,19,3799.81,199.99,2-Park Fun Card
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,31,651.0,21.0,4-Park Silver Pass
174083,SWF,Pass,Silver,SWF 2023 Silver Pass FPAR INT,36,7884.0,219.0,1-Park Silver Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,14,294.0,21.0,4-Park Silver Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,10,210.0,21.0,4-Park Silver Pass
174790,SWF,Fun Card,Consumer Direct,SWF 2023 Fun Card Waves of Honor Online,26,2339.74,89.99,1-Park Fun Card
175079,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V+2AM0 Exp 3/5/2023,2,269.98,134.99,Ignore
175080,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V+3AM0 Ex3/5/2023,2,319.98,159.99,Ignore
161972,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3 visit CYA with ADD Online VCHR,2,529.98,264.99,2-Park 2-Day Ticket + ADD
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,31,651.0,21.0,4-Park Silver Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,57,1197.0,21.0,4-Park Silver Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,22,462.0,21.0,4-Park Silver Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,51,1071.0,21.0,4-Park Silver Pass
174356,SWF,Pass,Platinum,Florida 2023 Platinum FPAR Renewal INT,5,2090.0,418.0,Platinum Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,3,63.0,21.0,4-Park Silver Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,32,672.0,21.0,4-Park Silver Pass
175045,SWF,SDT,Consumer Direct,SWF SDT with AM0 Eat Free ID Ex1/22/23,1,132.99,132.99,Ignore
161970,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2 visit CYA with ADD Online VT185,28,5739.72,204.99,2-Park 2-Day Ticket + ADD
167452,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3Vw3AM1 Expires 2/28/2022,2,269.98,134.99,Ignore
168014,SWF,SDT,Consumer Direct,SWF Intended Day Single Day Ticket  ,992,102800.08,103.6291129032258,Intended Day SDT
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,8,168.0,21.0,4-Park Silver Pass
174160,SWF,Pass,Silver,AIT/APO/BGT/SWF 2023 Silver FPAR INT,15,4860.0,324.0,4-Park Silver Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,9,189.0,21.0,4-Park Silver Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,4,84.0,21.0,4-Park Silver Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,2,42.0,21.0,4-Park Silver Pass
138312,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate for DCO,6,480.0,80.0,Ignore
138494,SWF,MDT/MPT,Consumer Direct,APO/BGT/SWF LOS Ultimate Day Resort - DCO,3,240.0,80.0,Ignore
164165,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 2V INT Adv Purchase T185,131,17683.69,134.98999999999998,2D2P MDT
164167,SWF,MDT/MPT,Consumer Direct,AIT/APO/BGT/SWF 3V INT Adv Purchase T185,14,2239.86,159.99,3D2P MDT
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,26,546.0,21.0,4-Park Silver Pass
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,14,294.0,21.0,4-Park Silver Pass
109859,SWF,Pass,Silver,AIT/BGT/SWF EZ Silver Pass Voucher Adult,-4,-84.0,21.0,4-Park Silver Pass
174478,SWF,Fun Card,Consumer Direct,SWF 2023 Fun Card Promo Online,168,21838.32,129.99,1-Park Fun Card
114443,SWF,Pass,Silver,APO/BGT/SWF EZ 1 Year Pass Voucher New Sale,69,1449.0,21.0,4-Park Silver Pass
